timestamp,cpu_usage,memory_usage
2026-02-27 13:34:06.271534,78.45,32.21
2026-02-27 13:34:08.273111,20.08,51.22
2026-02-27 13:34:10.274164,73.9,36.01
2026-02-27 13:34:12.275245,79.82,45.7
2026-02-27 13:34:14.276370,35.54,31.38
2026-02-27 13:34:16.277363,60.52,73.14
2026-02-27 13:34:18.278582,75.99,52.99
2026-02-27 13:34:20.279688,79.88,51.73
2026-02-27 13:34:22.281304,83.14,74.84
2026-02-27 13:34:24.282591,49.02,88.64
2026-02-27 13:34:26.283616,74.99,57.02
2026-02-27 13:34:28.284423,77.14,83.69
2026-02-27 13:34:30.285703,65.51,37.72
2026-02-27 13:34:32.286905,45.42,39.1
2026-02-27 13:34:34.288109,60.86,32.02
2026-02-27 13:34:36.289900,82.1,37.02
2026-02-27 13:34:38.290791,85.32,59.52
2026-02-27 13:34:40.292259,82.09,93.67
2026-02-27 13:34:42.293108,40.9,38.96
2026-02-27 13:34:44.294046,49.49,76.24
2026-02-27 13:34:46.294910,35.89,65.95
2026-02-27 13:34:48.296175,65.84,90.15
2026-02-27 13:34:50.297373,59.14,88.52
2026-02-27 13:34:52.298524,54.71,67.36
2026-02-27 13:34:54.299722,86.19,60.32
2026-02-27 13:34:56.300919,85.63,62.23
2026-02-27 13:34:58.302048,34.6,69.79
2026-02-27 13:35:00.303345,74.37,55.63
2026-02-27 13:35:02.304172,81.22,36.76
2026-02-27 13:35:04.305281,41.62,70.8
2026-02-27 13:35:06.306245,49.61,70.98
2026-02-27 13:35:08.306997,40.45,44.35
2026-02-27 13:35:10.308663,62.36,44.24
2026-02-27 13:35:12.309736,21.16,69.87
2026-02-27 13:35:14.311039,70.05,32.12
2026-02-27 13:35:16.312132,21.01,35.33
2026-02-27 13:35:18.340316,80.86,32.12
2026-02-27 13:35:20.373325,56.33,32.44
2026-02-27 13:35:22.375038,23.42,55.77
2026-02-27 13:35:24.376317,44.43,49.2
2026-02-27 13:35:26.377513,28.77,69.34
2026-02-27 13:35:28.378679,57.82,60.35
2026-02-27 13:35:30.380400,50.74,34.53
2026-02-27 13:35:32.381582,40.6,51.61
2026-02-27 13:35:34.383502,26.19,85.66
2026-02-27 13:35:36.385380,63.45,48.12
2026-02-27 13:35:38.386871,48.49,78.51
2026-02-27 13:35:40.387782,22.27,66.5
2026-02-27 13:35:42.388610,89.95,42.12
2026-02-27 13:35:44.389816,72.2,64.26
2026-02-27 13:35:46.391124,58.51,55.52
2026-02-27 13:35:48.392191,82.06,46.28
2026-02-27 13:35:50.393145,37.21,63.17
2026-02-27 13:35:52.395502,71.66,52.81
2026-02-27 13:35:54.396876,55.05,93.97
2026-02-27 13:35:56.401204,35.02,73.98
2026-02-27 13:35:58.406493,85.43,39.67
2026-02-27 13:36:00.408261,59.58,34.59
2026-02-27 13:36:02.409102,46.11,94.55
2026-02-27 13:36:04.410243,50.51,49.04
2026-02-27 13:36:06.411219,62.07,63.63
2026-02-27 13:36:08.412252,25.06,76.89
2026-02-27 13:36:10.413510,25.41,33.8
2026-02-27 13:36:12.414738,48.04,79.69
2026-02-27 13:36:14.415965,33.58,94.83
2026-02-27 13:36:16.417096,48.39,89.77
2026-02-27 13:36:18.418326,46.96,44.31
2026-02-27 13:36:20.419492,32.13,49.11
2026-02-27 13:36:22.420519,29.26,60.59
2026-02-27 13:36:24.421660,65.23,90.83
2026-02-27 13:36:26.423556,25.61,52.99
2026-02-27 13:36:28.424578,24.05,68.94
2026-02-27 13:36:30.425662,30.4,73.44
2026-02-27 13:36:32.426729,51.7,62.81
2026-02-27 13:36:34.427871,69.9,68.86
2026-02-27 13:36:36.429079,61.45,32.03
2026-02-27 13:36:38.430179,51.55,66.45
2026-02-27 13:36:40.441877,27.66,76.19
2026-02-27 13:36:42.476996,59.4,92.6
2026-02-27 13:36:44.478892,46.91,46.32
2026-02-27 13:36:46.479900,34.28,41.83
2026-02-27 13:36:48.481078,62.87,48.75
2026-02-27 13:36:50.482221,59.48,81.81
2026-02-27 13:36:52.491042,77.23,75.79
2026-02-27 13:36:54.534639,80.34,89.88
2026-02-27 13:36:56.536272,73.51,78.75
2026-02-27 13:36:58.537773,40.06,36.36
2026-02-27 13:37:00.539385,84.5,31.77
2026-02-27 13:37:02.540438,52.17,77.48
2026-02-27 13:37:04.542089,53.66,45.67
2026-02-27 13:37:06.546777,58.59,53.12
2026-02-27 13:37:08.548386,60.28,32.78
2026-02-27 13:37:10.551032,71.74,90.01
2026-02-27 13:37:12.553718,37.41,80.09
2026-02-27 13:37:14.555331,59.29,35.98
2026-02-27 13:37:16.556683,32.85,39.73
2026-02-27 13:37:18.561000,33.74,70.45
2026-02-27 13:37:20.562684,43.96,63.2
2026-02-27 13:37:22.563595,88.47,37.11
2026-02-27 13:37:24.564652,61.13,35.2
2026-02-27 13:37:26.565700,61.53,42.52
2026-02-27 13:37:28.568445,44.79,73.57
2026-02-27 13:37:30.569693,64.48,76.45
2026-02-27 13:37:32.570648,89.09,81.24
2026-02-27 13:37:34.572058,65.58,79.13
2026-02-27 13:37:36.573646,62.98,62.92
2026-02-27 13:37:38.574639,33.02,59.47
2026-02-27 13:37:40.576582,28.32,42.43
2026-02-27 13:37:42.578473,84.95,43.11
2026-02-27 13:37:44.579557,24.01,67.59
2026-02-27 13:37:46.580581,85.64,42.96
2026-02-27 13:37:48.581480,24.89,36.05
2026-02-27 13:37:50.582562,25.8,70.56
2026-02-27 13:37:52.583645,46.79,81.38
2026-02-27 13:37:54.584616,25.97,33.0
2026-02-27 13:37:56.586141,22.72,33.97
2026-02-27 13:37:58.586959,43.76,91.86
2026-02-27 13:38:00.588277,26.18,69.58
2026-02-27 13:38:02.589755,28.12,94.17
2026-02-27 13:38:04.590835,57.95,74.52
2026-02-27 13:38:06.591796,80.54,54.99
2026-02-27 13:38:08.592875,79.14,58.2
2026-02-27 13:38:10.593772,61.53,88.03
2026-02-27 13:38:12.595070,20.77,56.99
2026-02-27 13:38:14.596467,75.8,58.34
2026-02-27 13:38:16.597309,57.97,94.82
2026-02-27 13:38:18.598563,51.99,39.02
2026-02-27 13:38:20.599534,75.98,53.61
2026-02-27 13:38:22.600568,71.81,52.09
2026-02-27 13:38:24.601540,32.95,94.84
2026-02-27 13:38:26.602941,44.22,77.89
2026-02-27 13:38:28.603969,22.25,53.59
2026-02-27 13:38:30.604974,82.23,89.0
2026-02-27 13:38:32.606214,56.51,47.32
2026-02-27 13:38:34.607322,69.14,83.06
2026-02-27 13:38:36.608451,23.47,34.62
2026-02-27 13:38:38.609664,33.08,30.08
2026-02-27 13:38:40.611304,75.48,55.98
2026-02-27 13:38:42.612073,28.73,65.76
2026-02-27 13:38:44.613181,44.94,43.12
2026-02-27 13:38:46.614403,76.23,63.5
2026-02-27 13:38:48.615456,54.45,62.5
2026-02-27 13:38:50.616778,52.53,56.68
2026-02-27 13:38:52.617833,40.74,80.77
2026-02-27 13:38:54.619684,37.87,93.77
2026-02-27 13:38:56.622256,36.22,32.68
2026-02-27 13:38:58.623452,68.15,69.14
2026-02-27 13:39:00.624835,69.01,36.38
2026-02-27 13:39:02.637629,67.08,64.08
2026-02-27 13:39:04.670225,55.87,51.21
2026-02-27 13:39:06.671489,28.92,45.8
2026-02-27 13:39:08.673038,77.7,53.65
2026-02-27 13:39:10.673777,38.99,38.86
2026-02-27 13:39:12.675391,31.09,38.58
2026-02-27 13:39:14.677079,73.72,81.27
2026-02-27 13:39:16.678396,47.45,44.09
2026-02-27 13:39:18.682039,26.26,65.81
2026-02-27 13:39:20.683075,72.12,75.01
2026-02-27 13:39:22.684369,77.55,92.71
2026-02-27 13:39:24.685646,34.04,67.24
2026-02-27 13:39:26.686621,75.76,33.01
2026-02-27 13:39:28.688823,24.83,31.67
2026-02-27 13:39:30.689649,59.31,87.6
2026-02-27 13:39:32.691856,60.05,74.0
2026-02-27 13:39:34.693324,32.45,63.5
2026-02-27 13:39:36.694782,85.25,69.83
2026-02-27 13:39:38.696398,34.34,64.59
2026-02-27 13:39:40.698087,57.22,51.02
2026-02-27 13:39:42.699697,88.34,84.69
2026-02-27 13:39:44.702346,67.38,67.16
2026-02-27 13:39:46.706826,43.62,61.71
2026-02-27 13:39:48.708476,22.55,74.94
2026-02-27 13:39:50.709188,85.45,56.3
2026-02-27 13:39:52.710158,88.22,71.61
2026-02-27 13:39:54.711808,23.43,40.2
2026-02-27 13:39:56.728696,66.41,71.0
2026-02-27 13:39:58.776894,42.79,92.08
2026-02-27 13:40:00.778591,48.56,66.9
2026-02-27 13:40:02.779937,64.44,55.66
2026-02-27 13:40:04.783617,20.19,94.37
2026-02-27 13:40:06.785269,48.91,33.69
2026-02-27 13:40:08.786918,69.7,83.77
2026-02-27 13:40:10.788533,47.64,34.23
2026-02-27 13:40:12.789217,58.64,61.13
2026-02-27 13:40:14.792429,76.46,62.4
2026-02-27 13:40:16.793545,23.36,72.08
2026-02-27 13:40:18.795521,78.81,56.27
2026-02-27 13:40:20.796543,87.82,30.4
2026-02-27 13:40:22.798205,85.58,57.14
2026-02-27 13:40:24.798970,40.34,70.44
2026-02-27 13:40:26.800312,31.98,42.21
2026-02-27 13:40:28.802056,24.2,34.83
2026-02-27 13:40:30.803159,58.44,58.71
2026-02-27 13:40:32.805569,71.61,40.55
2026-02-27 13:40:34.806697,63.72,34.36
2026-02-27 13:40:36.807985,48.81,68.79
2026-02-27 13:40:38.809325,77.23,92.36
2026-02-27 13:40:40.810323,68.35,92.62
2026-02-27 13:40:42.812837,63.9,61.45
2026-02-27 13:40:44.815582,59.53,59.43
2026-02-27 13:40:46.816591,85.82,59.42
2026-02-27 13:40:48.820893,44.83,46.64
2026-02-27 13:40:50.858430,83.16,73.04
2026-02-27 13:40:52.859543,47.26,80.31
2026-02-27 13:40:54.860543,25.28,73.86
2026-02-27 13:40:56.861688,29.33,50.05
2026-02-27 13:40:58.862859,34.19,79.74
2026-02-27 13:41:00.863936,41.44,41.47
2026-02-27 13:41:02.865816,83.01,58.47
2026-02-27 13:41:04.867226,75.11,80.36
2026-02-27 13:41:06.868246,28.72,74.61
2026-02-27 13:41:08.869694,50.38,77.62
2026-02-27 13:41:10.871329,87.31,41.36
2026-02-27 13:41:12.872315,81.71,31.62
2026-02-27 13:41:14.873506,82.54,76.45
2026-02-27 13:41:16.874492,61.78,40.25
2026-02-27 13:41:18.875222,43.65,43.32
2026-02-27 13:41:20.876599,75.95,76.61
2026-02-27 13:41:22.877383,30.04,48.11
2026-02-27 13:41:24.878365,89.03,67.93
2026-02-27 13:41:26.880015,54.66,93.19
2026-02-27 13:41:28.881002,22.78,51.53
2026-02-27 13:41:30.883650,47.54,74.45
2026-02-27 13:41:32.891284,64.16,39.47
2026-02-27 13:41:34.892935,55.89,86.97
2026-02-27 13:41:36.894585,79.32,72.18
2026-02-27 13:41:38.896234,86.46,38.6
2026-02-27 13:41:40.897541,74.2,36.51
2026-02-27 13:41:42.899492,81.13,47.37
2026-02-27 13:41:44.901175,49.82,63.06
2026-02-27 13:41:46.901830,40.05,78.16
2026-02-27 13:41:48.903449,54.2,47.04
2026-02-27 13:41:50.905131,43.03,76.24
2026-02-27 13:41:52.906778,68.27,61.54
2026-02-27 13:41:54.908394,58.92,83.85
2026-02-27 13:41:56.912483,56.65,76.87
2026-02-27 13:41:58.920115,64.54,43.6
2026-02-27 13:42:00.921766,20.55,47.8
2026-02-27 13:42:02.922732,66.57,68.55
2026-02-27 13:42:04.923960,20.28,71.44
2026-02-27 13:42:06.925593,65.48,30.46
2026-02-27 13:42:08.926831,20.2,75.17
2026-02-27 13:42:10.929665,52.3,78.57
2026-02-27 13:42:12.930619,77.5,79.26
2026-02-27 13:42:14.931430,21.43,48.96
2026-02-27 13:42:16.932798,62.91,77.86
2026-02-27 13:42:18.933777,81.67,44.52
2026-02-27 13:42:20.934709,34.51,42.16
2026-02-27 13:42:22.935780,45.78,82.07
2026-02-27 13:42:24.936567,59.06,41.3
2026-02-27 13:42:26.937801,47.82,36.1
2026-02-27 13:42:28.938984,81.58,40.65
2026-02-27 13:42:30.939892,83.51,71.19
2026-02-27 13:42:32.941459,25.69,44.57
2026-02-27 13:42:34.942833,33.98,69.83
2026-02-27 13:42:36.944831,46.45,36.01
2026-02-27 13:42:38.946134,23.52,72.68
2026-02-27 13:42:40.947156,85.07,38.49
2026-02-27 13:42:42.948300,66.85,71.04
2026-02-27 13:42:44.949551,35.35,41.33
2026-02-27 13:42:46.975896,40.3,68.86
2026-02-27 13:42:48.985897,26.01,49.71
2026-02-27 13:42:50.990723,78.2,82.85
2026-02-27 13:42:52.991597,71.09,41.73
2026-02-27 13:42:54.992504,31.91,68.78
2026-02-27 13:42:56.998977,83.58,72.07
2026-02-27 13:42:59.000694,87.9,70.83
2026-02-27 13:43:01.001867,55.21,33.42
2026-02-27 13:43:03.003292,81.35,72.21
2026-02-27 13:43:05.004805,53.84,73.2
2026-02-27 13:43:07.005865,40.33,77.78
2026-02-27 13:43:09.007098,87.12,50.93
2026-02-27 13:43:11.008259,57.56,84.93
2026-02-27 13:43:13.009422,75.75,65.39
2026-02-27 13:43:15.011444,28.16,62.86
2026-02-27 13:43:17.013746,40.66,73.55
2026-02-27 13:43:19.014921,69.98,48.0
2026-02-27 13:43:21.015900,43.08,32.15
2026-02-27 13:43:23.016939,63.47,50.17
2026-02-27 13:43:25.018857,55.83,64.09
2026-02-27 13:43:27.019541,22.73,50.7
2026-02-27 13:43:29.020495,25.23,57.1
2026-02-27 13:43:31.022583,51.72,58.51
2026-02-27 13:43:33.023762,29.72,32.13
2026-02-27 13:43:35.025467,71.24,54.09
2026-02-27 13:43:37.026508,75.18,57.46
2026-02-27 13:43:39.027766,85.51,80.53
2026-02-27 13:43:41.028969,27.44,49.85
2026-02-27 13:43:43.031615,78.75,35.88
2026-02-27 13:43:45.033265,46.61,90.18
2026-02-27 13:43:47.034915,27.27,75.85
2026-02-27 13:43:49.036567,38.54,69.75
2026-02-27 13:43:51.038214,64.16,46.24
2026-02-27 13:43:53.039868,30.14,68.81
2026-02-27 13:43:55.041551,47.26,52.38
2026-02-27 13:43:57.042869,63.01,68.57
2026-02-27 13:43:59.046775,78.45,41.68
2026-02-27 13:44:01.048389,24.9,58.94
2026-02-27 13:44:03.050321,54.16,38.94
2026-02-27 13:44:05.052009,29.89,52.98
2026-02-27 13:44:07.052998,80.37,33.96
2026-02-27 13:44:09.058637,63.85,45.21
2026-02-27 13:44:11.059831,75.9,70.53
2026-02-27 13:44:13.060773,25.55,85.35
2026-02-27 13:44:15.062616,46.37,46.89
2026-02-27 13:44:17.064109,32.96,84.59
2026-02-27 13:44:19.065183,28.96,80.62
2026-02-27 13:44:21.066312,32.45,41.67
2026-02-27 13:44:23.067543,84.94,75.78
2026-02-27 13:44:25.068551,87.46,70.31
2026-02-27 13:44:27.069635,53.93,34.63
2026-02-27 13:44:29.070858,57.22,81.38
2026-02-27 13:44:31.075540,37.98,34.61
2026-02-27 13:44:33.077099,83.28,36.67
2026-02-27 13:44:35.078787,51.52,47.17
2026-02-27 13:44:37.080161,76.34,60.52
2026-02-27 13:44:39.081203,63.19,64.87
2026-02-27 13:44:41.084565,76.51,58.41
2026-02-27 13:48:14.357980,29.21,74.04
2026-02-27 13:48:16.359187,24.92,41.03
2026-02-27 13:48:18.365824,84.78,82.94
2026-02-27 13:48:20.375521,84.58,41.84
2026-02-27 13:48:22.376652,64.31,67.23
2026-02-27 13:48:24.377598,60.18,93.05
2026-02-27 13:48:26.379111,34.33,30.83
2026-02-27 13:48:28.380458,79.43,52.64
2026-02-27 13:48:30.381581,70.9,58.92
2026-02-27 13:48:32.382741,47.64,63.41
2026-02-27 13:48:34.383931,48.62,46.0
2026-02-27 13:48:36.384916,38.4,56.4
2026-02-27 13:48:38.386126,72.18,31.22
2026-02-27 13:48:40.387303,64.46,47.78
2026-02-27 13:48:42.388414,76.47,92.69
2026-02-27 13:48:44.390279,24.79,32.67
2026-02-27 13:48:46.393053,57.42,84.38
2026-02-27 13:48:48.394300,48.52,56.32
2026-02-27 13:48:50.395276,73.2,31.71
2026-02-27 13:48:52.396386,48.27,36.24
2026-02-27 13:48:54.397491,88.58,74.43
2026-02-27 13:48:56.398696,55.92,49.07
2026-02-27 13:48:58.399793,20.39,73.79
2026-02-27 13:49:00.400963,40.29,79.06
2026-02-27 13:49:02.402148,84.41,60.05
2026-02-27 13:49:04.403162,57.5,83.91
2026-02-27 13:49:06.454644,36.24,80.98
2026-02-27 13:49:08.473906,53.73,54.93
2026-02-27 13:49:10.478125,37.82,74.97
2026-02-27 13:49:12.478763,74.53,90.48
2026-02-27 13:49:14.479600,35.31,47.23
2026-02-27 13:49:16.481191,24.85,90.58
2026-02-27 13:49:18.486119,78.0,86.33
2026-02-27 13:49:20.487184,29.22,92.08
2026-02-27 13:49:22.487979,88.98,51.5
2026-02-27 13:49:24.489177,84.96,30.67
2026-02-27 13:49:26.491199,79.54,51.37
2026-02-27 13:49:28.493717,72.76,40.36
2026-02-27 13:49:30.494598,24.43,57.63
2026-02-27 13:49:32.496094,85.73,51.29
2026-02-27 13:49:34.497926,77.86,63.06
2026-02-27 13:49:36.499053,57.01,71.67
2026-02-27 13:49:38.500449,55.38,74.82
2026-02-27 13:49:40.501707,49.72,31.69
2026-02-27 13:49:42.503010,67.47,76.85
2026-02-27 13:49:44.504364,21.98,46.12
2026-02-27 13:49:46.505986,67.77,91.31
2026-02-27 13:49:48.507093,52.18,40.95
2026-02-27 13:49:50.508867,58.78,32.82
2026-02-27 13:49:52.509987,30.67,51.94
2026-02-27 13:49:54.511136,67.46,55.36
2026-02-27 13:49:56.512039,33.14,78.85
2026-02-27 13:49:58.514475,79.42,55.87
2026-02-27 13:50:00.515286,86.82,87.02
2026-02-27 13:50:02.517331,20.15,78.26
2026-02-27 13:50:04.518622,29.79,44.76
2026-02-27 13:50:06.519673,27.4,76.79
2026-02-27 13:50:08.520843,81.08,92.83
2026-02-27 13:50:10.521645,36.05,56.98
2026-02-27 13:50:12.523497,56.18,68.71
2026-02-27 13:50:14.525251,83.15,71.76
2026-02-27 13:50:16.526514,35.5,54.24
2026-02-27 13:50:18.538840,25.86,64.25
2026-02-27 13:50:20.573909,70.72,43.35
2026-02-27 13:50:22.575712,42.81,77.48
2026-02-27 13:50:24.577518,37.98,90.88
2026-02-27 13:50:26.578608,70.19,34.27
2026-02-27 13:50:28.579528,59.99,92.1
2026-02-27 13:50:30.580518,41.7,63.07
2026-02-27 13:50:32.584995,44.31,75.31
2026-02-27 13:50:34.586923,60.32,70.23
2026-02-27 13:50:36.587914,44.29,85.7
2026-02-27 13:50:38.589279,50.09,90.7
2026-02-27 13:50:40.590929,73.37,56.48
2026-02-27 13:50:42.592267,52.6,62.09
2026-02-27 13:50:44.593108,23.29,69.46
2026-02-27 13:50:46.595319,29.56,40.42
2026-02-27 13:50:48.606100,55.83,56.54
2026-02-27 13:50:50.608749,76.1,67.94
2026-02-27 13:50:52.618014,73.6,64.84
2026-02-27 13:50:54.618908,63.65,83.24
2026-02-27 13:50:56.621787,44.4,38.52
2026-02-27 13:50:58.623553,26.35,46.1
2026-02-27 13:51:00.624915,56.9,49.27
2026-02-27 13:51:02.627005,80.8,58.62
2026-02-27 13:51:04.628675,26.4,66.59
2026-02-27 13:51:06.630288,76.32,92.09
2026-02-27 13:51:08.631821,56.8,77.93
2026-02-27 13:51:10.632788,20.81,52.68
2026-02-27 13:51:12.634362,86.01,69.22
2026-02-27 13:51:14.636066,60.5,48.56
2026-02-27 13:51:16.637449,46.42,56.09
2026-02-27 13:51:18.638751,83.75,67.34
2026-02-27 13:51:20.639782,57.59,65.49
2026-02-27 13:51:22.640867,74.87,70.95
2026-02-27 13:51:24.642504,68.36,43.39
2026-02-27 13:51:26.644154,36.93,72.33
2026-02-27 13:51:28.646844,55.8,56.72
2026-02-27 13:51:30.648556,33.69,45.09
2026-02-27 13:51:32.650188,82.52,64.76
2026-02-27 13:51:34.651877,56.87,85.05
2026-02-27 13:51:36.653490,28.86,35.74
2026-02-27 13:51:38.655052,35.85,62.29
2026-02-27 13:51:40.656706,40.85,93.29
2026-02-27 13:51:42.658357,85.13,62.73
2026-02-27 13:51:44.660042,73.08,74.09
2026-02-27 13:51:46.661697,49.55,81.33
2026-02-27 13:51:48.663306,61.7,65.96
2026-02-27 13:51:50.664967,54.03,64.34
2026-02-27 13:51:52.670598,69.53,82.2
2026-02-27 13:51:54.677246,40.85,52.07
2026-02-27 13:51:56.679918,73.57,92.73
2026-02-27 13:51:58.681531,35.66,43.58
2026-02-27 13:52:00.687684,38.02,43.32
2026-02-27 13:52:02.694410,86.43,39.67
2026-02-27 13:52:04.696479,61.44,57.19
2026-02-27 13:52:06.699227,24.41,91.67
2026-02-27 13:52:08.700214,71.84,67.57
2026-02-27 13:52:10.701614,23.89,34.16
2026-02-27 13:52:12.702817,61.72,73.14
2026-02-27 13:52:14.703833,88.76,69.17
2026-02-27 13:52:16.704818,57.8,61.15
2026-02-27 13:52:18.707503,27.01,70.68
2026-02-27 13:52:20.709730,51.11,68.88
2026-02-27 13:52:22.711369,28.11,80.14
2026-02-27 13:52:24.713731,33.16,82.44
2026-02-27 13:52:26.720887,70.77,88.98
2026-02-27 13:52:28.722896,44.47,89.09
2026-02-27 13:52:30.725662,63.7,67.7
2026-02-27 13:52:32.726939,81.24,93.64
2026-02-27 13:52:34.729362,38.06,33.5
2026-02-27 13:52:36.733882,75.26,50.92
2026-02-27 13:52:38.735260,55.45,33.45
2026-02-27 13:52:40.736321,58.13,40.92
2026-02-27 13:52:42.737947,61.35,59.63
2026-02-27 13:52:44.739616,45.71,94.58
2026-02-27 13:52:46.740684,73.38,47.11
2026-02-27 13:52:48.747723,57.64,31.37
2026-02-27 13:52:50.751084,36.49,79.8
2026-02-27 13:52:52.752243,85.08,79.4
2026-02-27 13:52:54.754158,46.1,63.12
2026-02-27 13:52:56.768156,71.75,76.2
2026-02-27 13:52:58.783905,59.84,34.06
2026-02-27 13:53:00.785614,79.52,44.61
2026-02-27 13:53:02.789507,64.63,78.32
2026-02-27 13:53:04.793592,54.3,79.37
2026-02-27 13:53:06.794816,89.77,91.17
2026-02-27 13:53:08.799086,67.96,51.21
2026-02-27 13:53:10.800232,25.29,38.12
2026-02-27 13:53:12.801106,37.04,73.7
2026-02-27 13:53:14.811046,53.44,92.58
2026-02-27 13:53:16.836355,40.59,33.25
2026-02-27 13:53:18.839740,25.14,72.99
2026-02-27 13:53:20.840925,40.58,38.76
2026-02-27 13:53:22.841991,77.83,85.29
2026-02-27 13:53:24.843528,23.71,83.79
2026-02-27 13:53:26.845480,51.85,63.93
2026-02-27 13:53:28.850145,75.7,47.57
2026-02-27 13:53:30.853690,87.77,92.13
2026-02-27 13:53:32.854869,76.56,48.56
2026-02-27 13:53:34.855730,64.99,50.45
2026-02-27 13:53:36.856664,38.65,84.95
2026-02-27 13:53:38.857738,32.63,76.71
2026-02-27 13:53:40.858893,86.9,46.73
2026-02-27 13:53:42.860068,71.54,71.8
2026-02-27 13:53:44.861152,88.3,61.03
2026-02-27 13:53:46.862359,48.93,37.38
2026-02-27 13:53:48.863522,41.69,84.5
2026-02-27 13:53:50.865640,49.95,55.2
2026-02-27 13:53:52.866984,34.38,89.59
2026-02-27 13:53:54.868057,53.33,58.44
2026-02-27 13:53:56.869269,77.2,90.63
2026-02-27 13:53:58.870627,46.12,64.19
2026-02-27 13:54:00.871434,32.56,34.7
2026-02-27 13:54:02.872820,46.25,62.95
2026-02-27 13:54:04.873982,78.14,79.03
2026-02-27 13:54:06.875106,81.16,67.96
2026-02-27 13:54:08.876265,48.58,51.42
2026-02-27 13:54:10.877177,36.95,86.55
2026-02-27 13:54:12.878310,23.35,90.25
2026-02-27 13:54:14.879748,81.77,63.35
2026-02-27 13:54:16.880573,26.45,68.92
2026-02-27 13:54:18.882534,56.62,88.74
2026-02-27 13:54:20.883550,49.2,62.12
2026-02-27 13:54:22.884695,42.79,54.55
2026-02-27 13:54:24.886354,73.2,79.01
2026-02-27 13:54:26.911431,72.66,50.13
2026-02-27 13:54:28.955964,44.23,52.14
2026-02-27 13:54:30.957033,44.66,45.83
2026-02-27 13:54:32.958347,47.51,57.89
2026-02-27 13:54:34.960081,81.15,50.42
2026-02-27 13:54:36.962687,73.5,75.39
2026-02-27 13:54:38.963830,63.95,93.2
2026-02-27 13:54:40.964955,23.67,75.98
2026-02-27 13:54:42.966180,72.03,79.95
2026-02-27 13:54:44.967028,76.46,79.26
2026-02-27 13:54:46.968030,64.95,62.79
2026-02-27 13:54:48.969233,37.81,82.36
2026-02-27 13:54:50.970461,53.34,47.96
2026-02-27 13:54:52.971708,63.44,93.5
2026-02-27 13:54:54.973189,27.84,84.45
2026-02-27 13:54:56.974684,75.48,31.07
2026-02-27 13:54:58.976301,46.93,40.04
2026-02-27 13:55:00.977503,77.57,61.8
2026-02-27 13:55:02.978639,45.88,59.81
2026-02-27 13:55:04.980402,26.98,43.3
2026-02-27 13:55:06.982183,73.18,51.95
2026-02-27 13:55:08.983107,47.12,38.21
2026-02-27 13:55:10.984341,27.47,64.52
2026-02-27 13:55:12.986747,83.16,55.69
2026-02-27 13:55:14.991490,81.3,39.6
2026-02-27 13:55:16.992863,33.65,64.12
2026-02-27 13:55:18.993740,67.6,68.74
2026-02-27 13:55:20.995380,44.33,70.31
2026-02-27 13:55:22.996337,48.25,36.43
2026-02-27 13:55:24.997991,73.97,76.88
2026-02-27 13:55:26.999368,64.02,42.34
2026-02-27 13:55:29.000985,66.68,44.87
2026-02-27 13:55:31.002301,65.61,81.94
2026-02-27 13:55:33.003163,37.44,48.73
2026-02-27 13:55:35.004371,37.29,72.86
2026-02-27 13:55:37.005850,27.37,80.92
2026-02-27 13:55:39.009063,89.44,93.86
2026-02-27 13:55:41.009952,52.45,72.1
2026-02-27 13:55:43.011900,47.1,70.86
2026-02-27 13:55:45.012976,88.73,46.64
2026-02-27 13:55:47.014090,58.07,63.02
2026-02-27 13:55:49.015168,55.17,39.05
2026-02-27 13:55:51.016417,74.98,70.28
2026-02-27 13:55:53.017402,66.09,61.46
2026-02-27 13:55:55.018398,57.9,36.57
2026-02-27 13:55:57.019501,68.51,31.95
2026-02-27 13:55:59.020831,88.29,62.64
2026-02-27 13:56:01.021862,80.62,53.37
2026-02-27 13:56:03.023232,28.04,82.08
2026-02-27 13:56:05.024880,40.01,78.13
2026-02-27 13:56:07.026059,40.89,52.61
2026-02-27 13:56:09.027479,79.67,67.53
2026-02-27 13:56:11.028239,34.95,69.94
2026-02-27 13:56:13.029589,43.36,89.35
2026-02-27 13:56:15.030496,33.08,77.87
2026-02-27 13:56:17.031402,22.81,75.26
2026-02-27 13:56:19.032129,42.04,68.94
2026-02-27 13:56:21.032963,58.13,68.89
2026-02-27 13:56:23.034696,21.29,81.99
2026-02-27 13:56:25.036128,68.62,41.45
2026-02-27 13:56:27.037344,43.55,58.04
2026-02-27 13:56:29.038951,43.34,60.19
2026-02-27 13:56:31.047650,29.45,90.92
2026-02-27 13:56:33.048443,75.42,41.18
2026-02-27 13:56:35.049849,68.76,50.14
2026-02-27 13:56:37.050909,39.41,53.36
2026-02-27 13:56:39.052187,22.01,38.82
2026-02-27 13:56:41.071331,25.05,45.12
2026-02-27 13:56:43.077068,38.69,43.36
2026-02-27 13:56:45.079468,33.13,82.61
2026-02-27 13:56:47.080246,89.62,88.1
2026-02-27 13:56:49.081267,32.33,78.66
2026-02-27 13:56:51.082869,60.33,42.46
2026-02-27 13:56:53.084110,36.43,46.68
2026-02-27 13:56:55.085272,75.17,30.35
2026-02-27 13:56:57.088004,69.74,64.7
2026-02-27 13:56:59.088673,84.59,69.52
2026-02-27 13:57:01.090029,73.11,34.91
